,tanggal,penulis,judul,isi berita,lokasi,link berita
20,"Kamis, 05 Agu 2021 20:18 WIB",Wilda Hayatun Nufus - detikNews,Penjelasan Lengkap Polisi soal Dinar Candy Tersangka Pornografi,"Jakarta - Polisi resmi menetapkan Dinar Candy sebagai tersangka seusai heboh protes PPKM dengan berbikini di jalanan . Dinar Candy dijerat dengan UU Pornografi atas kasus itu. Kapolres Metro Jakarta Selatan Kombes Azis Andriansyah menjelaskan, pihaknya telah melakukan gelar perkara sore tadi. Dari hasil gelar perkara tersebut, penyidik menyimpulkan adanya unsur pidana terkait aksi Dinar Candy tersebut. ""Jadi setelah kita melalui tahap gelar perkara, kemudian kami mengumpulkan beberapa bukti dan keterangan saksi. Kemudian dari hasil penyelidikan tersebut kita tingkatkan ke status penyidikan,"" kata Kombes Azis kepada wartawan di Polres Jaksel, Kamis (5/8/2021). Baca juga: Tersangka Pornografi, Dinar Candy Terancam 10 Tahun Penjara Dari hasil gelar perkara itu pula, penyidik meningkatkan status Dinar Candy sebagai tersangka. Dinar Candy dijerat UU Pornografi. ""Dari proses penyidikan tersebut, dengan alat bukti yang ada kemudian kami menetapkan saudari DC sebagai tersangka dalam dugaan tindak pidana pornografi sebagaimana tercantum dalam pasal pidana UU Nomor 36 Tahun 2008 dengan ancaman 10 tahun atau denda Rp 5 miliar,"" jelas Azis. Bukti-bukti Penetapan Tersangka Dalam kesempatan itu pula, Kombes Azis mengungkap bukti-bukti dalam penetapan Dinar Candy sebagai tersangka. Di antaranya ada keterangan saksi dan ahli. ""Ada kelengkapan bukti-bukti pasti ada, karena menggunakan media sosial menggunakan HP, kemudian ada saksi di TKP--tidak hanya dari pihak saudari DC--dan kemudian ada keterangan ahli, baik itu ahli di bidang kesusilaan, kemudian budaya dan sebagainya,"" paparnya. Baca juga: Polisi Ungkap Saksi dan Bukti yang Bikin Dinar Candy Jadi Tersangka Simak selengkapnya di halaman selanjutnya. Selanjutnya Halaman 1 2 dinar candy dinar candy tersangka dinar candy berbikini dinar candy berbikini di jalan dinar candy diamankan polisi",Jakarta,https://news.detik.com/berita/d-5671426/penjelasan-lengkap-polisi-soal-dinar-candy-tersangka-pornografi
21,"Kamis, 05 Agu 2021 20:11 WIB",Tim detikcom - detikNews,3 Kriteria yang Dikecualikan Wajib Vaksin Saat Berkegiatan di Jakarta,"Jakarta - Gubernur DKI Jakarta Anies Baswedan mewajibkan warga divaksinasi lebih dulu sebelum berkegiatan di sektor-sektor yang diizinkan di Ibu Kota. Namun ada 3 kriteria yang dikecualikan, siapa saja? ""Selama masa PPKM level 4, setiap orang yang melakukan aktivitas pada tiap-tiap sektor/tempat harus sudah divaksin COVID (minimal dosis pertama),"" demikian isi Kepgub Anies, seperti dilihat Kamis (3/8/2021). ""Kecuali bagi warga yang masih masa tenggang 3 bulan pasca terkonfirmasi COVID-19 dengan bukti hasil laboratorium, penduduk yang kontraindikasi dilakukan vaksin berdasarkan pemeriksaan medis dengan bukti surat keterangan dokter, dan anak-anak usia kurang dari 12 tahun,"" lanjut kepgub itu. Baca juga: Terbaru! Daftar Lengkap Kegiatan di Jakarta yang Syaratkan Sudah Vaksin Anies menerangkan warga yang sudah divaksinasi dibuktikan dengan bukti status telah divaksin di aplikasi JAKI atau sertifikat vaksinasi yang dirilis pedulilindungi.id. Hal itu termaktub dalam Keputusan Gubernur (Kepgub) Nomor 966 Tahun 2021 tentang PPKM Level 4 COVID-19. Anies meneken aturan ini 3 Agustus 2021. Dalam aturan terbaru ini, Anies mewajibkan seluruh pengunjung hingga pegawai mal divaksinasi COVID-19. Namun Anies menegaskan saat ini pusat belanja atau mal masih ditutup selama PPKM level 4 ini, kecuali akses pegawai toko yang melayani penjualan online maksimal 3 orang per toko, restoran, supermarket, dan pasar swalayan. ""Pekerja dan pengunjung telah divaksinasi,"" demikian bunyi Kepgub Anies. Baca juga: Resmi! Pengunjung Mal di Jakarta Wajib Sudah Vaksin Corona Beberapa kegiatan lain yang diwajibkan vaksin ialah perhotelan non-karantina, supermarket, pasar tradisional, barbershop , kegiatan peribadatan, warteg, hingga restoran. Berikut ini isi lengkap Kepgub Anies: Simak juga 'Sebaran Corona RI 5 Agustus: DKI di Bawah Jabar-Jateng-Jatim': [Gambas:Video 20detik] (idn/gbr) anies baswedan pemprov dki wajib vaksin vaksin",Jakarta,https://news.detik.com/berita/d-5671413/3-kriteria-yang-dikecualikan-wajib-vaksin-saat-berkegiatan-di-jakarta
22,"Kamis, 05 Agu 2021 19:53 WIB",Pingkan Anggraini - detikHot,"Dinar Candy Tak Ditahan Usai Jadi Tersangka, Dipulangkan Malam Ini?","Jakarta - Polres Metro Jakarta Selatan melalui Kapolres Kombes Pol Azis Andriansyah menyatakan Dinar Candy sementara tidak dilakukan penahanan. Hal itu diungkapkan Azis saat jumpa pers di Polres Metro Jakarta Selatan pada Kamis (5/8/2021). Azis menegaskan, Dinar Candy tak dilakukan penahanan karena bersikap kooperatif selama pemeriksaan hingga saat ini. Dinar juga resmi ditetapkan sebagai tersangka kasus dugaan pornografi. Baca juga: Dinar Candy Jadi Tersangka, Bakal Ditahan atau Dipulangkan? ""Sementara tidak dilakukan penahanan tapi udah ditetapkan sebagai tersangka,"" ujar Azis. Ditegaskan Azis meski nantinya Dinar Candy akan dipulangkan, ia akan tetap menjalani wajib lapor. Nantinya Polres akan membuatkan jadwal wajib lapor untuk Dinar Candy. ""Ya wajib lapor aja,"" tutur Azis. Lebih lanjut, saat ditanya mengenai kepastian Dinar Candy akan pulang malam ini Azis tak memberikan jawaban pasti. Ia meminta awak media untuk menunggu dengan sabar. Baca juga: Gugat Cerai Tyas Mirasih, Raiden Soedjono Bicara Cobaan Calon Duda Keren ""(Dinar pulang malam ini) sabar lah,"" lanjut Azis. Diketahui, penyebab Dinar Candy terjerat kasus ini lantaran membuat video dirinya berbikini di jalan raya. Aksi tersebut diakui Dinar Candy untuk protes karena terlalu lama menjalani masa PPKM. Dijelaskan lagi, Dinar Candy ditetapkan sebagai tersangka dari hasil penyelidikan dan barang bukti yang disita Polres Metro Jakarta Selatan hingga saat ini. Adapun pasal yang menyeret nama Dinar Candy turut disebutkan Azis. ""Pasal 36 Undang Undang Nomor 44 Tahun 2008 dengan ancaman hukuman 10 tahun dan denda Rp 5 miliar,"" jelas Azis. Baca juga: Ngaku Pacaran, Ini Potret Mesranya Agnez Mo dengan Adam Rosyadi Sebelumnya, Dinar Candy menegaskan aksinya ini tidak untuk ditiru. Ia berulang kali memberikan penegasan mengenai hal tersebut. ""Tapi perlu digaris bawahi ya itu aku nggak ngajak siapa pun, just for my self. Aku stres makanya bakalan gitu yang lain jangan ikutan,"" ungkap Dinar Candy kepada detikcom, Senin (3/8/2021). Menurut Dinar Candy, dirinya sangat mendukung apa yang diputuskan pemerintah. Tapi ia mengakui jika stres saat mengetahui PPKM diperpanjang. ""Aku mendukung kerja pemerintah tapi PPKM diperpanjang aku kecewa,"" terangnya lagi. (pig/wes) dinar candy dinar candy tersangka dinar candy berbikini dinar candy berbikini di jalan dinar candy berbikini di jalanan dinar candy tersangka kasus pornografi",Jakarta,https://hot.detik.com/celeb/d-5671400/dinar-candy-tak-ditahan-usai-jadi-tersangka-dipulangkan-malam-ini
23,"Kamis, 05 Agu 2021 19:36 WIB",Pingkan Anggraini - detikHot,"Dinar Candy Jadi Tersangka, Bakal Ditahan atau Dipulangkan?","Jakarta - Dinar Candy sudah ditetapkan menjadi tersangka kasus dugaan pelanggaran pornografi. Hal itu diungkapkan Kombes Pol Azis Andriansyah selaku Kapolres Metro Jakarta Selatan. Mengenai penahanan Dinar Candy, Azis menegaskan pihak Polres masih akan mempertimbangkan hal tersebut. Ditegaskan Azis, pertimbangan tersebut diakui karena selama pemeriksaan Dinar Candy menjalani secara kooperatif. Disebut Azis dari hal tersebut ada kemungkinan Dinar Candy tidak ditahan. Baca juga: Dinar Candy Tersangka Kasus Dugaan Pelanggaran Pornografi dan UU ITE ""Masih dipertimbangkan, kemungkinan tidak ditahan. Karena yang bersangkutan kooperatif,"" jelas Azis saat ditemui di Polres Metro Jakarta Selatan, Kamis (5/8/2021). Lebih lanjut, Dinar Candy disebut belum menjalani tes kejiwaan terkait kasus yang menyeret namanya ini. Karena hingga saat ini Dinar Candy masih dinyatakan baik-baik saja. ""Belum sampai saat ini, karena yang bersangkutan normal,"" tutur Azis. Diketahui, penyebab Dinar Candy terjerat kasus ini lantaran membuat video dirinya berbikini di jalan raya. Aksi tersebut diakui Dinar Candy untuk protes karena terlalu lama menjalani masa PPKM. Baca juga: Gugat Cerai Tyas Mirasih, Raiden Soedjono Bicara Cobaan Calon Duda Keren Dijelaskan lagi, Dinar Candy ditetapkan sebagai tersangka dari hasil penyelidikan dan barang bukti yang disita Polres Metro Jakarta Selatan hingga saat ini. Adapun pasal yang menyeret nama Dinar Candy turut disebutkan Azis. ""Pasal 36 Undang Undang Nomor 44 Tahun 2008 dengan ancaman hukuman 10 tahun dan denda Rp 5 miliar,"" jelas Azis. Baca juga: Ngaku Pacaran, Ini Potret Mesranya Agnez Mo dengan Adam Rosyadi Diketahui, Dinar Candy diamankan di kawasan Fatmawati, Jakarta Selatan pada Rabu, 4 Agustus 2021. Saat itu Dinar Candy tengah berada di salah satu rumah temannya. Dalam penjemputan Dinar Candy, pihak Polres Metro Jakarta Selatan mengamankan dua unit telepon genggam sebagai barang bukti. Sebelumnya Dinar Candy menegaskan apa yang dilakukannya ini tidak untuk ditiru banyak orang. Ia pun memberikan penegasan ini berulang kali. (pig/wes) dinar candy dinar candy tersangka dinar candy terancam pidana dinar candy berbikini dinar candy tersangka kasus pornografi dinar candy berbikini di jalan",Jakarta,https://hot.detik.com/celeb/d-5671380/dinar-candy-jadi-tersangka-bakal-ditahan-atau-dipulangkan
24,"Kamis, 05 Agu 2021 19:22 WIB",Wilda Hayatun Nufus - detikNews,Polisi Ungkap Saksi dan Bukti yang Bikin Dinar Candy Jadi Tersangka,"Jakarta - Polisi mengungkap bukti-bukti dan keterangan saksi sehingga Dinar Candy ditetapkan sebagai tersangka dalam kasus pornografi. Polisi menyebut Indonesia memiliki norma agama dan budaya yang tidak diindahkan oleh Dinar Candy. ""Kelengkapan bukti-bukti pasti ada (saksi lain). Pertama karena menggunakan media sosial, karena menggunakan HP kemudian ada saksi di TKP tidak hanya dari pihak saudari DC kan ada, kemudian ada keterangan ahli, baik ahli di bidang kesusilaan kemudian budaya dan lain sebagainya,"" kata Kapolres Jaksel Kombes Azis Andriansyah di Mapolres Jakarta Selatan, Kamis (5/8/2021) malam. Baca juga: Tak Ditahan, Dinar Candy Wajib Lapor Usai Aksi Berbikini di Jalan Indonesia, kata Azis, memiliki norma agama dan budaya yang harus dipatuhi. Dia menegaskan bahwa Dinar Candy melanggar norma itu sehingga ditetapkan sebagai tersangka. ""Apapun yang dilakukan di Indonesia ini ada norma atau ada etika, ada norma budaya, ada norma agama yang berlaku di masyarakat kita. Nah tindakan yang bersangkutan ini tidak mengindahkan norma agama dan budaya,"" jelasnya. Dinar Candy sebelumnya telah ditetapkan menjadi tersangka usai berbikini di jalan sebagai aksi protes PPKM. Dinar Candy tidak ditahan tapi dikenai wajib lapor. ""Pasti wajib lapor,"" kata Kapolres Jaksel Kombes Azis Andriansyah dalam jumpa pers di Mapolres Jaksel, Kamis (5/8). Baca juga: Jadi Tersangka Pornografi, Dinar Candy Tidak Ditahan (lir/fjp) dinar candy dinar candy berbikini dinar candy tersangka polres jaksel",Jakarta,https://news.detik.com/berita/d-5671347/polisi-ungkap-saksi-dan-bukti-yang-bikin-dinar-candy-jadi-tersangka
25,"Kamis, 05 Agu 2021 19:17 WIB",Wilda Hayatun Nufus - detikNews,"Tak Ditahan, Dinar Candy Wajib Lapor Usai Aksi Berbikini di Jalan","Jakarta - Dinar Candy ditetapkan menjadi tersangka usai berbikini di jalan sebagai aksi protes PPKM. Dinar Candy tidak ditahan, tapi dikenai wajib lapor. ""Pasti wajib lapor,"" kata Kapolres Jaksel Kombes Azis Andriansyah dalam jumpa pers di Mapolres Jaksel, Kamis (5/8/2021). Baca juga: Dinar Candy Jadi Tersangka Pornografi! Dinar Candy menjadi tersangka dugaan tindak pidana pornografi. Dia dijerat Pasal 36 UU 44/2008 tentang pornografi, dengan ancaman penjara 10 tahun atau denda Rp 5 miliar. ""Tidak dilakukan penahanan tapi sudah ditetapkan tersangka,"" tegasnya. Aksi Dinar Candy Dinar Candy sebelumnya bikin heboh gara-gara tampil hanya berbikini di jalanan Lebak Bulus, Jakarta Selatan. Aksinya itu juga diunggah ke Instagram. ""Saya stres karena PPKM diperpanjang,"" begitu tulis papan yang dibawa Dinar Candy. Baca juga: Rangkaian Kejadian Dinar Candy Berbikini hingga Diciduk Polisi Dinar Candy Ditangkap Belakangan, aksi Dinar Candy tolak PPKM itu membuat polisi turun tangan dan menangkapnya. Penangkapan berlangsung di Fatmawati, Jakarta Selatan, pada Rabu (4/8) malam. Adik Dinar Candy juga diperiksa polisi terkait kelakuan sang kakak yang berbikini di pinggir jalan. Polisi menyebut aksi Dinar Candy tersebut direkam oleh adiknya, yang merangkap sebagai asisten. (imk/fjp) dinar candy dinar candy ditangkap dinar candy berbikini dinar candy berbikini di jalanan dinar candy tolak ppkm dinar candy tersangka",Jakarta,https://news.detik.com/berita/d-5671338/tak-ditahan-dinar-candy-wajib-lapor-usai-aksi-berbikini-di-jalan
26,"Kamis, 05 Agu 2021 19:08 WIB",Wilda Hayatun Nufus - detikNews,Dinar Candy Jadi Tersangka Pornografi!,"Jakarta - Polisi telah meningkatkan status Dinar Candy terkait aksi berbikini di pinggir jalan. Dinar Candy kini ditetapkan sebagai tersangka kasus pornografi. ""Dari proses penyidikan tersebut dengan alat bukti yang ada, kemudian kita menetapkan saudari DC sebagai tersangka,"" ujar Kapolres Jaksel Kombes Azis Andriansyah dalam jumpa pers di Polres Metro Jaksel, Jakarta Selatan, Kamis (5/8/2021). Azis menambahkan Dinar Candy dijerat UU Nomor 36 Tahun 2008 tentang Pornografi dengan ancaman 10 tahun atau denda Rp 5 miliar. Azis mengatakan penetapan tersangka dilakukan setelah polisi melakukan gelar perkara. Dari hasil gelar perkara disimpulkan aksi Dinar Candy memenuhi unsur pidana. ""Setelah kita melalui tahap penyelidikan dan mengumpulkan beberapa keterangan saksi. Dari penyelidikan dari hasil tersebut kita tingkatkan ke status penyidikan ,"" tuturnya. Sebelumnya, Kabid Humas Polda Metro Jaya Kombes Yusri Yunus mengingatkan bahwa Indonesia menjunjung norma-norma. Baca juga: Jadi Tersangka Pornografi, Dinar Candy Tidak Ditahan ""Tetapi kita ketahui bersama ini yang perlu dipahami bahwa negara kita ini adalah negara Pancasila, negara (yang menjunjung) norma-norma agama, norma-norma kesusilaan. Ini kita paling kental di negara kita ini, ya ini menjadi dasar,"" kata Kombes Yusri saat jumpa pers di Polres Metro Jaksel, Jl Wijaya I, Jakarta Selatan, Kamis (5/8/2021). Aksi Dinar Candy berbikini di pinggir jalan dan meng-upload ke media sosial akan menimbulkan pro dan kontra. ""Saya yakin teman-teman juga sama, teman media, teman netizen yang membaca dan melihat upload-an daripada Saudari DM ini pasti akan keluar satu pendapat pendapat yang kurang etikanya ya,"" imbuhnya. Dinar Candy diamankan usai aksi berbikini di pinggir jalan pada Rabu (4/8) malam. Selain Dinar Candy, polisi juga memeriksa adik dan juga manajernya. Aksi Dinar Candy berbikini dilakukan di Jl Adhyaksa, Jakarta Selatan. Dinar Candy mengaku melakukan aksi itu karena stres lantaran PPKM diperpanjang. Baca juga: Dinar Candy Tolak PPKM Malah Berbikini di Jalan, Ini Kabar Terbarunya (mea/mea) dinar candy dinar candy tersangka dinar candy berbikini dinar candy tersangka kasus pornografi dinar candy berbikini di jalanan",Jakarta,https://news.detik.com/berita/d-5671304/dinar-candy-jadi-tersangka-pornografi
27,"Kamis, 05 Agu 2021 19:08 WIB",Khoirul Anam - detikNews,"Gojek Bagi Bantuan Sembako buat Ratusan Ribu Mitra, Menhub Apresiasi","Jakarta - PT Aplikasi Karya Anak Bangsa (Gojek) kembali melanjutkan Program Kesejahteraan Mitra Driver Gojek sebagai dukungan bagi para mitra driver selama masa pandemi. Pada inisiatif terbaru di masa PPKM Level 4 ini, Gojek mendistribusikan bantuan belanja sembako senilai total Rp 25 miliar kepada mitra driver. Menteri Perhubungan, Budi Karya Sumadi, mengapresiasi inisiatif Gojek dalam memberikan dukungan terhadap mitra-mitranya di masa pandemi COVID-19. ""Semangat dan kepedulian untuk saling bahu-membahu yang ditunjukkan oleh Gojek dan mitranya sangat dibutuhkan di masa-masa seperti ini. Terlebih para mitra pengemudi ojol turut berkontribusi menggerakan roda perekonomian di masa sulit ini dengan mengantarkan berbagai kebutuhan, seperti makanan, vitamin, dan barang-barang lainnya, kepada masyarakat yang harus membatasi mobilitasnya,"" jelas Budi Karya dalam keterangan tertulis, Kamis (5/8/2021). Ia berharap, hal ini turut menginspirasi pelaku industri serta seluruh lapisan masyarakat yang lain untuk tergerak merangkul sebanyak mungkin pihak. Baca juga: Polri Sebar Baksos Via Ojek Online, Cek 3 Titik Penjemputannya ""Bantuan belanja sembako yang didapat mitra pengemudi ini nantinya tidak hanya akan membantu satu pihak yaitu pengemudi sendiri. Tetapi, adanya transaksi belanja dan aktivitas ekonomi, tentu akan turut membantu pihak lain seperti misalnya, sektor UMKM dan sektor informal lainnya,"" ujarnya. CEO Gojek, Kevin Aluwi, mengungkapkan dampak gelombang pandemi yang kembali naik turut dirasakan oleh para mitra driver Gojek. Ia menyebutkan, PPKM berdampak sangat besar terhadap masyarakat, termasuk mitra driver Gojek sebagai salah satu garda terdepan memenuhi kebutuhan masyarakat setiap hari. ""Tergerak oleh rasa solidaritas dan keinginan untuk terus mendukung mitra driver di masa sulit ini, kami meluncurkan bantuan belanja sembako bagi ratusan ribu mitra driver Gojek aktif di seluruh Indonesia. Bantuan ini merupakan kelanjutan dari rangkaian Program Kesejahteraan Mitra Driver yang telah dan terus berjalan untuk membantu mitra-mitra kami di masa pandemi ini,"" ungkapnya. Baca juga: Tanggap Bencana, Gojek Diganjar Penghargaan dari BNPB Diketahui, bantuan dalam bentuk uang belanja sembako sebesar Rp 50.000 diberikan kepada seluruh mitra driver yang aktif atau setidaknya mengambil satu order selama periode 1 Juli hingga 1 Agustus 2021. Ke depannya, ia menyatakan, Gojek akan terus bersama-sama dengan mitra driver untuk memastikan ekosistemnya dapat bertahan selama dan melewati masa pandemi ini. ""Sebagai karya anak bangsa, Gojek ingin dapat terus meneladani semangat gotong royong bangsa Indonesia. Sebagai keluarga besar, semangat ini pula yang terus kami jaga bersama dengan mitra driver. Terutama di periode penuh tantangan ini. Dengan modal penting itu kami berharap ekosistem Gojek dapat bertahan selama pandemi ini,"" lanjut Kevin. Foto: Istimewa Sebagai informasi, sejak awal masa pandemi pada Maret 2020, Gojek telah memberikan bantuan kepada mitra driver yang berfokus pada tiga hal yakni penyediaan sembako, layanan dan perlengkapan kesehatan, keringanan beban biaya harian, dan bantuan pendapatan. (akn/ega) gojek2021 menhub budi karya sumadi sembako",Jakarta,https://news.detik.com/berita/d-5671302/gojek-bagi-bantuan-sembako-buat-ratusan-ribu-mitra-menhub-apresiasi
28,"Kamis, 05 Agu 2021 19:07 WIB",Danang Sugianto - detikFinance,Jokowi Minta Pemda Beri Wong Cilik Kelonggaran Usaha,"Jakarta - Menkop UKM Teten Masduki mengungkapkan beberapa strategi yang dilakukan pemerintah untuk mendorong kembali para pelaku usaha mikro kecil dan menengah (UMKM). Salah satunya memperbolehkan pelaku usaha kecil untuk tetap beroperasi di masa pembatasan sosial PPKM ini. Teten menjelaskan, pertama pemerintah akan mengoptimalkan penjualan produk-produk UMKM di market place online. Ada 3 kelompok besar jenis produk UMKM yang dianggap pertumbuhannya cukup tinggi di pasar online yakni makanan dan minuman, home care dan health care. ""Kami juga mencoba mengurangi impor, kami sudah ada kesepakatan dengan beberapa platform digital cross border untuk tidak menjual produk-produk impor. Sudah dengan Lazada dan Shopee dan kami akan coba dengan yang lain. Saya kira ini penting untuk menjaga market kita dari serbuan produk-produk luar,"" tuturnya dalam konferensi pers, Kamis (5/8/2021). Baca juga: Jerit dan Tangis Pedagang di Surabaya Tutup karena PPKM: Hancur Hati Saya Langkah kedua, lanjut Teten, Presiden Joko Widodo (Jokowi) telah memberikan arahan agar berkomunikasi dengan pemerintah daerah yang diminta untuk memperbolehkan pelaku usaha kecil yang masih banyak peminatnya tetap beroperasi. Namun tetap dengan protokol kesehatan. ""Kedua sesuai dengan arahan Presiden kami sedang menjajaki dengan pemerintah daerah untuk usaha-usaha kecil yang permintaanya masih ada untuk diberikan kelonggaran untuk berusaha. Tapi tetap dengan protokol kesehatan yang prima,"" terangnya. Baca juga: PPKM Level 4, Jalan Margonda Raya Depok Ramai Lancar Sore Ini Ketiga, Teten melihat masih ada potensi ekspor dan permintaan pasar yang baik dari sektor UMKM. Namun hal itu terhadang dengan masalah di rantai pasoknya yang terganggu. ""Ini yang mungkin akan kami dekati satu persatu problemnya,"" tutup Teten. (das/dna) ppkm teten masduki kemenkop",Jakarta,https://finance.detik.com/berita-ekonomi-bisnis/d-5671301/jokowi-minta-pemda-beri-wong-cilik-kelonggaran-usaha
29,"Kamis, 05 Agu 2021 19:07 WIB",Tim detikcom - detikNews,Terbaru! Daftar Lengkap Kegiatan di Jakarta yang Syaratkan Sudah Vaksin,"Jakarta - Gubernur DKI Jakarta Anies Baswedan menerbitkan aturan baru dalam perpanjangan PPKM Level 4 hingga 9 Agustus. Beberapa tempat kegiatan diwajibkan pakai syarat vaksin . Aturan ini wajib vaksin ini tercantum dalam Keputusan Gubernur (Kepgub) Nomor 966 Tahun 2021 tentang PPKM Lveel 4 COVID-19. Anies meneken aturan ini 3 Agustus 2021. ""Selama masa PPKM Level 4, setiap orang yang melakukan aktivitas pada tiap-tiap sektor/tempat harus sudah divaksin COVID (minimal dosis pertam),"" demikian isi Kepgub Anies, seperti dilihat Kamis (5/8/2021). Baca juga: Kadin Minta Mal-Pabrik Dibuka: Kita Harus Terima Hidup Bersama Pandemi Aturan itu dikecualikan untuk warga yang masih masa tenggang 3 bulan setelah terkonfirmasi COVID dengan bukti hasil laboratorium. Adapun pengecualian untuk warga yang kontraindikasi dilakukan vaksin berdasarkan pemeriksaan medis. Dan, terakhir anak usia di bawah 12 tahun. Berikut ini daftar kegiatan yang wajib syarat vaksin: 1. Perhotelan Nnon-karantina Dalam aturan Anies ini, kegiatan perhotelan non penanganan karantina diizinkan beroperasi. Salah satu syaratnya adalah pekerja dan tamu hotel harus sudah divaksinasi. ""Pekerja dan tamu hotel telah divaksinasi,"" demikian isi Kepgub Anies. Adapun ketentuannya yakni hotel hanya dibolehkan beroperasi satu shift dengan kapasitas 50 persen staf di fasilitas produksi. Lalu 10 persen untuk pelayanan administrasi dengan prokes ketat. Baca juga: Syarat Naik Pesawat Terbaru saat PPKM: Wajib Pakai Aplikasi PeduliLindungi! 2. Supermarket, Pasar Tradisional, hingga Salon Anies juga mewajibkan kegiatan di sektor kebutuhan sehari-hari terjamin tervaksinasi. Beberapa tempat yang diwajibkan vaksin antara lain: - Supermarket, pasar tradisional, pasar rakyat, toko kelontong, pasar swalayan. - Apotek dan toko obat - Pasar tradisional dan pasar rakyat - PKL, barbershop /pangkas rambut ""Pekerja dan pengunjung telah divaksinasi,"" isi Kepgub Anies. Jam operasional kegiatan ini belum ada perubahan yakni dibatasi sampai pukul 20.00 WIB dengan kapasitas 50 persen. Sementara untuk Pasar tradisional dan pasar raya non kebutuhan sehari-hari dibatasi hingga pukul 15.00 WIB. Baca juga: Menilik Wacana Sertifikat Vaksin Jadi Syarat Masuk Mal di Jakarta 3. Warteg dan Restoran Pekerja dan pengunjung di warteg juga diwajibkan telah divaksinasi Corona. Jam operasional warteg sampai pukul 20.00 WIB maksimal 3 orang dan waktu makan 20 menit. ""Pekerja dan pengunjung telah divaksinasi,"" isi Kepgub Anies. Aturan wajib vaksin ini juga berlaku untuk restoran yang di dalam gedung atau mal. Kegiatan restoran dalam gedung ini masih dilarang dine-in. ""Hanya menerima delivery/take away,"" tulis Kepgub Anies. 4. Mal Anies masih melarang pusat belanja atau mal tutup selama PPKM level 4. Namun untuk akses pegawai diperbolehkan bagi toko yang melayani penjualan online . Penyesuaian ini diwajibkan pekerja dan pengunjung tervaksinasi. Toko ang melayani penjualan online maksimal 3 orang. ""Pekerja dan pengunjung telah divaksinasi,"" tulis Kepgub Anies. Baca juga: Pemprov Jabar Siapkan Sejumlah Jurus untuk Genjot Vaksinasi COVID-19 5. Kegiatan Peribadatan Anies melarang kegiatan peribadatan dilakukan secara berjemaah selama penerapan PPKM level 4. Anies menganjurkan untuk mengoptimalkan pelaksanaan ibadah di rumah. Meski demikian, ada syarat yang diminta Pemprov DKI yakni petugas dan pengguna tempat ibadah harus sudah divaksinasi. 6. Moda Transportasi Kendaraan umum maksimal penumpang 50 persen dari kapasitas dengan prokes ketat. Sementara untuk ojek online penumpang 100 persen. ""Pengendara, pekerja, dan pengguna transportasi publik telah divaksinasi,"" tulis Kepgub Anies. Simak video 'Sudah 2 Kali Vaksin tapi Masih Terpapar Covid-19, Kok Bisa?': [Gambas:Video 20detik] (idn/imk) syarat vaksin syarat vaksinasi covid-19 vaksin anies baswedan pemprov dki",Jakarta,https://news.detik.com/berita/d-5671300/terbaru-daftar-lengkap-kegiatan-di-jakarta-yang-syaratkan-sudah-vaksin
30,"Kamis, 05 Agu 2021 19:00 WIB",Esti Widiyana - detikNews,Jerit dan Tangis Pedagang di Surabaya Tutup karena PPKM: Hancur Hati Saya,"Surabaya - Selama PPKM Darurat sejak 3 Juli dan diperpanjang hingga 9 Agustus 2021, pusat perbelanjaan dan mal ditutup. Hal ini membuat para pedagang di Surabaya menjerit dan menangis. Tak hanya tidak memiliki pembeli dan pemasukan, para pedagang juga memikirkan nasib para karyawannya. Seperti salah satu pedagang pakaian muslim dan perlengkapan haji di Jembatan Merah Plaza (JPM) Surabaya, Fatimah (60). Dagangannya yang biasanya sepi, kini tambah tak ada pemasukan karena sudah sebulan lebih tokonya tutup. ""Hancur, barang begitu banyak nggak ada pembeli sama sekali. Mulai habis lebaran sepi, toko aja kosong,"" kata Fatimah kepada detikcom di Surabaya, Kamis (5/8/2021). Bahkan, Fatimah mengaku harus menjual sejumlah asetnya untuk melanjutkan hidup. Baca juga: Harapan Pedagang hingga Pengusaha soal Bebas Pajak Sewa Selama PPKM ""Barang nggak laku semua, makan kan penting, uang sekolah tetap dibayar. Apa yang kita punya kita jual. Akhirnya jual barang, semua barang dijual, logam utama dijual. Uang simpanan ya harus keluar untuk makan,"" tambahnya. Saat disinggung terkait keputusan Menteri Keuangan Sri Mulyani yang resmi membebaskan Pajak Pertambahan Nilai (PPN) untuk sewa bagi pedagang eceran di pasar tradisional hingga mal, Fatimah mengaku menyambut hal ini dengan baik. Namun, dia juga menyoroti wacana pemerintah yang hendak mewajibkan masyarakat divaksin yang boleh masuk pusat perbelanjaan. ""Kalau dikontrakkan gratis yang penting bayar service charge ya mau. Sekarang ada lagi pembeli masuk harus punya kartu vaksin tambah hancur, kan nggak semua berani vaksin, kalau saya sudah vaksin, kalau yang lain? Tambah melarat kehidupan kita,"" kata Fatimah. Ia pun meminta kepada pemerintah, agar PPKM tidak lagi diperpanjang dan cukup sampai 9 Agustus. Simak juga 'Pengunjung ke ITC Harus Sudah Vaksin, Pedagang: Sudah Susah, Dipersusah': [Gambas:Video 20detik] Selanjutnya Halaman 1 2 jembatan merah plaza jmp pedagang ppkm darurat ppkm level 4 birojatim covid-19 pajak",Surabaya,https://news.detik.com/berita-jawa-timur/d-5671279/jerit-dan-tangis-pedagang-di-surabaya-tutup-karena-ppkm-hancur-hati-saya
